"Object","Close_Approach_CA_Date","CA_Distance_Nominal_km","CA_Distance_Minimum_km","V_relative_km/s","V_infinity_km/s","H_mag","Diameter","Rarity"
"(2023 DX1)","2023-Feb-25 14:08 ± < 00:01","2196733","2189113","6.36","6.33","25.7","20 m -   44 m","0"
"(2023 CG1)","2023-Feb-25 18:36 ± < 00:01","5821260","5801377","6.48","6.47","25.3","24 m -   53 m","0"
"(2023 DA)","2023-Feb-26 13:23 ± < 00:01","1070179","1068893","5.88","5.81","26.4","14 m -   31 m","0"
"(2023 CX2)","2023-Feb-27 02:13 ± < 00:01","2910099","2905505","2.29","2.23","27.5","8.5 m -   19 m","0"
"(2023 CC2)","2023-Feb-27 18:55 ± < 00:01","6205014","6189796","5.05","5.04","25.3","23 m -   52 m","0"
"(2023 FL1)","2023-Feb-27 19:50 ±    00:11","5191440","5131994","8.72","8.71","26.0","17 m -   37 m","0"
"(2012 DK31)","2023-Feb-27 20:05 ± < 00:01","4838501","4838434","15.54","15.54","22.0","110 m -  240 m","1"
"(2023 FS4)","2023-Feb-27 20:16 ±    00:24","5795077","5753902","1.60","1.56","27.7","7.7 m -   17 m","0"
"(2023 EA)","2023-Feb-27 23:37 ±    00:01","641586","639680","18.73","18.69","26.7","12 m -   27 m","0"
"(2023 DR1)","2023-Feb-28 19:17 ± < 00:01","1997337","1993659","6.57","6.54","27.8","7.3 m -   16 m","0"
"(2006 BE55)","2023-Feb-28 23:34 ± < 00:01","3580840","3580836","13.32","13.32","22.0","110 m -  240 m","1"
"(2023 EQ2)","2023-Feb-28 23:37 ±    00:20","2265053","2243964","7.28","7.25","26.1","16 m -   36 m","0"
"(2023 EH1)","2023-Mar-01 13:09 ±    00:02","4350499","4334537","10.49","10.48","25.0","26 m -   59 m","0"
"(2023 DJ1)","2023-Mar-01 21:00 ± < 00:01","1053574","1052134","6.23","6.16","28.2","6.2 m -   14 m","0"
"(2023 FL)","2023-Mar-02 00:18 ±    00:07","4719771","4687927","7.03","7.02","25.2","25 m -   55 m","0"
"(2023 DK1)","2023-Mar-02 13:40 ± < 00:01","3509085","3496513","9.20","9.18","26.9","11 m -   25 m","0"
"(2023 EK1)","2023-Mar-02 14:12 ±    00:13","7085340","6948809","8.57","8.56","26.1","16 m -   36 m","0"
"(2023 EH2)","2023-Mar-02 19:28 ±    00:14","1106179","1100890","17.89","17.87","24.2","38 m -   86 m","1"
"(2023 DX)","2023-Mar-03 01:37 ±    00:04","1998271","1990834","13.04","13.03","25.9","17 m -   39 m","0"
"(2021 QW)","2023-Mar-03 04:53 ± < 00:01","5308694","5308647","12.09","12.08","23.2","60 m -  130 m","0"
"(2023 EY1)","2023-Mar-03 14:49 ±    00:17","6415960","6332366","11.37","11.36","26.0","17 m -   38 m","0"
"(2017 BM123)","2023-Mar-03 14:50 ± < 00:01","4622990","4622990","7.82","7.81","23.8","46 m -  100 m","0"
"(2023 DN1)","2023-Mar-03 19:00 ± < 00:01","2846484","2838593","7.31","7.29","26.8","12 m -   26 m","0"
"(2007 ED125)","2023-Mar-03 23:04 ± < 00:01","4492235","4492223","13.06","13.06","21.1","160 m -  350 m","1"
"(2015 EG)","2023-Mar-04 16:01 ± < 00:01","5326224","5325998","10.62","10.61","25.6","20 m -   45 m","0"
"(2023 DU)","2023-Mar-05 01:45 ± < 00:01","1270708","1270701","11.73","11.70","25.2","24 m -   54 m","1"
"(2023 BK5)","2023-Mar-05 05:58 ± < 00:01","6811806","6810000","8.44","8.43","23.8","47 m -  100 m","0"
"(2023 EC)","2023-Mar-05 14:50 ± < 00:01","4534374","4511814","8.01","8.00","25.5","21 m -   47 m","0"
"(2023 EG1)","2023-Mar-06 07:04 ±    00:02","1125732","1121140","7.10","7.05","27.5","8.6 m -   19 m","0"
"(2023 EM)","2023-Mar-06 16:33 ± < 00:01","3127933","3118229","7.58","7.56","25.5","21 m -   48 m","0"
"535844 (2015 BY310)","2023-Mar-07 05:34 ± < 00:01","4031448","4031446","7.72","7.70","21.9","110 m -  250 m","1"
"(2023 EM2)","2023-Mar-08 03:22 ± < 00:01","4522426","4493432","9.56","9.55","27.1","10.0 m -   22 m","0"
"(2023 DQ)","2023-Mar-08 07:18 ± < 00:01","2358333","2358332","22.85","22.84","21.8","120 m -  260 m","2"
"(2020 FQ)","2023-Mar-09 02:04 ± 8_23:00","5380526","3633691","6.32","6.30","27.3","9.2 m -   21 m","0"
"(2023 EO)","2023-Mar-09 03:20 ± < 00:01","6794820","6769556","13.36","13.35","23.6","50 m -  110 m","0"
"(2023 EN)","2023-Mar-09 11:25 ± < 00:01","135777","135592","12.82","12.59","28.1","6.4 m -   14 m","1"
"(2023 EZ1)","2023-Mar-09 13:55 ±    00:02","2282645","2258790","28.68","28.68","24.1","39 m -   88 m","1"
"(2023 EQ1)","2023-Mar-09 14:32 ±    00:19","880414","876253","7.87","7.82","29.1","3.9 m -  8.8 m","0"
"(2023 ER)","2023-Mar-09 21:38 ± < 00:01","1047380","1044686","12.96","12.93","24.0","42 m -   95 m","1"
"(2023 EE2)","2023-Mar-10 00:38 ± < 00:01","2417642","2405780","11.00","10.98","28.5","5.2 m -   12 m","0"
"(2023 ER1)","2023-Mar-10 06:44 ± < 00:01","1426757","1418044","15.80","15.78","27.7","7.7 m -   17 m","0"
"(2023 EJ1)","2023-Mar-10 12:12 ± < 00:01","1905189","1898097","6.71","6.68","28.8","4.7 m -   10 m","0"
"(2023 ET)","2023-Mar-11 07:51 ± < 00:01","516060","515409","11.68","11.62","26.0","17 m -   37 m","1"
"(2023 ET1)","2023-Mar-11 13:50 ± < 00:01","448263","446896","8.96","8.86","29.6","3.2 m -  7.1 m","0"
"(2023 FQ)","2023-Mar-11 18:10 ± < 00:01","5435708","5431635","8.19","8.18","24.4","35 m -   77 m","0"
"(2023 FW12)","2023-Mar-12 04:39 ± < 00:01","4477064","4466572","4.21","4.19","26.9","11 m -   24 m","0"
"(2023 EP1)","2023-Mar-12 15:59 ± < 00:01","7042393","7041394","21.65","21.65","20.5","210 m -  480 m","1"
"(2023 ES)","2023-Mar-12 17:17 ± < 00:01","824704","824456","8.21","8.15","26.4","14 m -   31 m","0"
"(2023 ET2)","2023-Mar-12 18:26 ±    00:28","157216","154058","13.46","13.27","30.6","2.1 m -  4.6 m","0"
"(2023 EX)","2023-Mar-13 01:50 ± < 00:01","1424552","1420961","8.41","8.37","27.5","8.4 m -   19 m","0"
"(2020 FV4)","2023-Mar-13 16:25 ± 4_20:15","6734203","6546182","8.15","8.15","25.4","22 m -   50 m","0"
"(2023 FS13)","2023-Mar-13 16:28 ±    00:01","3898936","3896176","3.57","3.54","25.2","24 m -   54 m","0"
"(2023 EA1)","2023-Mar-14 07:10 ± < 00:01","5836384","5792701","15.16","15.15","25.2","24 m -   54 m","0"
"(2023 FZ)","2023-Mar-14 12:13 ± < 00:01","3985754","3969996","12.29","12.29","26.6","13 m -   29 m","0"
"(2023 CM)","2023-Mar-14 15:18 ± < 00:01","3942908","3940957","14.03","14.02","21.5","130 m -  300 m","1"
"(2023 EW)","2023-Mar-15 06:32 ± < 00:01","5438449","5429017","4.06","4.04","26.2","15 m -   34 m","0"
"(2023 FD)","2023-Mar-15 08:34 ± < 00:01","4182956","4165416","3.95","3.92","26.3","15 m -   33 m","0"
"(2023 FR)","2023-Mar-15 13:07 ±    00:02","744791","743397","7.03","6.95","28.1","6.3 m -   14 m","0"
"(2023 FE)","2023-Mar-15 18:04 ± < 00:01","6569214","6542956","9.14","9.13","24.7","31 m -   69 m","0"
"(2023 FU1)","2023-Mar-15 18:46 ±    00:01","1321140","1314737","8.96","8.92","27.9","7.0 m -   16 m","0"
"(2023 DM)","2023-Mar-15 20:59 ± < 00:01","3256183","3252852","7.35","7.33","23.7","49 m -  110 m","1"
"(2023 FS)","2023-Mar-16 18:17 ± < 00:01","702940","702107","15.21","15.17","26.4","14 m -   32 m","0"
"(2023 EY)","2023-Mar-17 11:35 ± < 00:01","239564","239526","8.12","7.92","26.8","11 m -   26 m","1"
"(2018 UQ1)","2023-Mar-17 16:06 ± < 00:01","4105236","4105229","11.68","11.67","21.9","110 m -  240 m","1"
"(2023 GB)","2023-Mar-17 23:40 ±    02:32","3134798","3058555","8.48","8.46","25.1","26 m -   58 m","0"
"(2023 ES1)","2023-Mar-17 23:53 ± < 00:01","1958474","1952908","8.02","8.00","27.8","7.2 m -   16 m","0"
"(2023 FT3)","2023-Mar-18 12:40 ± < 00:01","2143788","2137496","8.58","8.56","26.1","16 m -   36 m","0"
"(2023 EZ)","2023-Mar-18 17:26 ± < 00:01","6233508","6205500","6.60","6.59","26.3","15 m -   33 m","0"
"(2023 FO)","2023-Mar-19 06:36 ± < 00:01","345284","344666","6.23","6.04","29.4","3.4 m -  7.7 m","0"
"(2016 WH)","2023-Mar-19 17:21 ±    04:17","6933398","6786494","11.77","11.77","27.1","10 m -   23 m","0"
"(2023 FR4)","2023-Mar-19 17:33 ±    00:03","2546808","2537522","10.40","10.38","27.3","9.3 m -   21 m","0"
"(2023 FP4)","2023-Mar-20 08:14 ±    00:02","4282072","4243537","17.56","17.55","24.9","28 m -   63 m","0"
"(2023 EV2)","2023-Mar-20 09:10 ± < 00:01","1757632","1749033","13.22","13.21","26.2","15 m -   34 m","0"
"(2023 FR6)","2023-Mar-20 20:12 ±    00:40","2813542","2795833","11.70","11.68","26.3","15 m -   33 m","0"
"(2023 FT10)","2023-Mar-21 00:01 ±    00:08","4251204","4180337","8.39","8.37","26.0","17 m -   38 m","0"
"(2023 FV1)","2023-Mar-21 01:28 ± < 00:01","1861386","1832507","13.78","13.77","28.0","6.6 m -   15 m","0"
"(2018 FE3)","2023-Mar-21 03:45 ±    10:45","3881750","3397962","5.45","5.43","27.2","9.7 m -   22 m","0"
"(2023 FL3)","2023-Mar-21 04:48 ± < 00:01","2054842","2047677","9.01","8.98","26.9","11 m -   25 m","0"
"(2023 FJ7)","2023-Mar-22 12:11 ± < 00:01","2111369","2105006","10.68","10.66","26.0","17 m -   38 m","0"
"(2023 FT)","2023-Mar-22 12:43 ± < 00:01","5119525","5103077","10.84","10.84","24.9","28 m -   63 m","0"
"(2023 FD3)","2023-Mar-22 14:48 ±    00:04","3113040","3096927","11.32","11.31","26.9","11 m -   24 m","0"
"(2023 FD4)","2023-Mar-22 15:41 ± < 00:01","1559181","1555880","11.86","11.84","25.6","21 m -   46 m","0"
"(2023 FG)","2023-Mar-23 04:46 ± < 00:01","682242","681192","10.77","10.72","27.5","8.4 m -   19 m","0"
"(2023 FN4)","2023-Mar-23 05:14 ± < 00:01","660970","659503","4.58","4.45","27.8","7.4 m -   16 m","0"
"(2023 FK7)","2023-Mar-23 05:17 ± < 00:01","4747684","4732947","10.66","10.66","25.5","21 m -   47 m","0"
"(2023 FK1)","2023-Mar-23 09:05 ± < 00:01","1857086","1852095","13.44","13.43","26.8","12 m -   26 m","0"
"(2023 EO1)","2023-Mar-23 10:23 ± < 00:01","2621899","2610035","21.12","21.11","24.5","34 m -   76 m","0"
"(2023 EF2)","2023-Mar-23 15:38 ± < 00:01","3815288","3791935","14.17","14.16","25.7","19 m -   42 m","0"
"(2023 FY3)","2023-Mar-23 20:41 ± < 00:01","552084","552055","1.46","0.82","29.0","4.2 m -  9.4 m","0"
"(2023 FA)","2023-Mar-23 22:59 ± < 00:01","1175937","1173903","8.74","8.71","26.5","13 m -   30 m","0"
"(2023 FT2)","2023-Mar-24 13:09 ± < 00:01","2667901","2657060","12.04","12.03","26.0","17 m -   37 m","0"
"(2023 FF5)","2023-Mar-24 18:52 ±    00:01","7375892","7348624","12.61","12.60","25.6","20 m -   46 m","0"
"(2023 FW10)","2023-Mar-24 19:46 ± < 00:01","4138564","4105221","7.04","7.03","25.2","24 m -   53 m","0"
"(2023 FF4)","2023-Mar-25 03:28 ± < 00:01","417436","417130","5.59","5.42","28.3","5.9 m -   13 m","0"
"(2023 FL7)","2023-Mar-25 09:02 ± < 00:01","6338998","6329016","7.70","7.70","24.4","36 m -   79 m","0"
"(2023 FN6)","2023-Mar-25 12:23 ± < 00:01","227368","226942","17.98","17.88","29.1","4.0 m -  9.0 m","0"
"(2023 DZ2)","2023-Mar-25 19:51 ± < 00:01","174644","174643","7.78","7.48","24.3","38 m -   84 m","3"
"(2023 FG7)","2023-Mar-26 03:38 ±    00:05","826854","823663","9.73","9.68","28.3","5.9 m -   13 m","0"
"(2023 FP7)","2023-Mar-26 08:02 ±    00:05","2467183","2453961","8.31","8.29","27.4","8.6 m -   19 m","0"
"(2023 FK4)","2023-Mar-26 08:19 ±    00:02","4127176","4110518","7.92","7.91","27.2","9.6 m -   21 m","0"
"(2023 FL2)","2023-Mar-26 18:16 ± < 00:01","4671799","4656100","6.14","6.13","26.2","15 m -   35 m","0"
"(2023 DX2)","2023-Mar-27 10:16 ± < 00:01","3259501","3254559","8.97","8.96","24.1","39 m -   88 m","0"
"(2023 FW2)","2023-Mar-27 11:16 ± < 00:01","1213357","1207081","8.68","8.64","28.1","6.3 m -   14 m","0"
"(2023 FA11)","2023-Mar-27 12:34 ±    00:02","1110957","1107647","25.54","25.53","26.0","17 m -   38 m","0"
"(2023 FZ2)","2023-Mar-27 17:12 ± < 00:01","1383302","1379102","12.28","12.26","26.7","12 m -   28 m","0"
"(2019 FT)","2023-Mar-27 17:34 ± < 00:01","6530939","6530880","28.23","28.23","22.9","69 m -  150 m","0"
"(2023 FU3)","2023-Mar-28 22:28 ± < 00:01","4648125","4633290","7.52","7.51","26.3","14 m -   32 m","0"
"(2014 GC34)","2023-Mar-29 04:23 ± < 00:01","5239592","5239444","25.85","25.85","22.5","86 m -  190 m","0"
"(2023 FP13)","2023-Mar-29 18:00 ± < 00:01","3337117","3316002","13.65","13.64","25.1","25 m -   55 m","0"
"(2022 YK4)","2023-Mar-29 23:18 ±    00:01","4546806","4546374","2.28","2.24","25.8","19 m -   42 m","0"
"(2023 FR1)","2023-Mar-30 01:27 ± < 00:01","7270244","7217101","7.93","7.92","24.5","34 m -   76 m","0"
"(2023 EK2)","2023-Mar-30 03:52 ± < 00:01","4947507","4942052","15.41","15.40","23.1","63 m -  140 m","0"
"(2017 SE12)","2023-Mar-30 05:57 ± 4_12:44","1981812","1027708","8.39","8.37","27.2","9.8 m -   22 m","0"
"(2023 GC)","2023-Mar-30 14:28 ± < 00:01","2595822","2580762","15.58","15.57","24.2","39 m -   88 m","1"
"(2023 FQ4)","2023-Mar-30 15:48 ± < 00:01","1539796","1535455","7.47","7.43","27.6","8.0 m -   18 m","0"
"(2023 FH7)","2023-Mar-30 18:08 ± < 00:01","165363","165064","8.69","8.40","28.8","4.6 m -   10 m","0"
"(2016 GH1)","2023-Mar-30 23:35 ± 5_07:03","2945639","471494","5.82","5.80","27.5","8.3 m -   18 m","0"
"(2023 FO3)","2023-Mar-31 07:09 ± < 00:01","2524936","2510313","10.18","10.17","26.7","12 m -   28 m","0"
"(2023 FF7)","2023-Apr-01 12:58 ± < 00:01","3346867","3332098","10.79","10.78","26.9","11 m -   24 m","0"
"(2023 GF)","2023-Apr-01 15:58 ± < 00:01","3161931","3153575","8.39","8.38","24.6","32 m -   71 m","0"
"(2023 FZ10)","2023-Apr-01 16:32 ± < 00:01","1050847","1049267","2.76","2.62","28.6","5.1 m -   11 m","0"
"(2023 GL)","2023-Apr-02 04:47 ± < 00:01","2426111","2421623","5.44","5.41","25.4","22 m -   50 m","0"
"(2023 FY6)","2023-Apr-02 10:56 ±    00:03","3834433","3810729","22.50","22.50","25.3","24 m -   53 m","0"
"(2022 GO3)","2023-Apr-02 12:57 ±    08:06","6529619","5152116","11.59","11.59","26.9","11 m -   25 m","0"
"(2023 HU)","2023-Apr-02 15:58 ±    00:11","6967928","6878497","12.62","12.62","24.3","37 m -   82 m","0"
"(2021 GN1)","2023-Apr-02 16:54 ±    09:16","6791901","5155889","14.15","14.15","26.4","14 m -   31 m","0"
"(2023 FU6)","2023-Apr-03 09:36 ±    00:02","1870192","1859985","10.21","10.19","27.0","11 m -   24 m","0"
"(2023 FS11)","2023-Apr-03 14:57 ±    00:02","6610584","6534299","11.74","11.74","25.7","19 m -   43 m","0"
"(2023 FA7)","2023-Apr-04 01:33 ± < 00:01","2244901","2231589","24.01","24.00","25.3","23 m -   52 m","0"
"(2023 GB2)","2023-Apr-04 06:49 ±    00:02","6106987","6047587","9.95","9.95","25.7","20 m -   44 m","0"
"(2023 GC2)","2023-Apr-04 21:12 ±    00:17","3554364","3479933","5.73","5.71","27.3","9.1 m -   20 m","0"
"(2023 GE)","2023-Apr-05 04:32 ± < 00:01","913399","908308","10.99","10.95","27.5","8.3 m -   19 m","0"
"(2023 GY)","2023-Apr-05 05:50 ±    00:02","2880660","2850790","13.48","13.47","24.3","37 m -   83 m","0"
"(2023 GJ2)","2023-Apr-05 08:14 ±    00:17","3763402","3699949","7.73","7.72","25.6","20 m -   45 m","0"
"(2023 FQ7)","2023-Apr-05 22:01 ± < 00:01","5741816","5700731","8.41","8.40","26.3","15 m -   33 m","0"
"(2023 FZ3)","2023-Apr-06 02:57 ± < 00:01","4195143","4187913","18.81","18.80","24.5","34 m -   76 m","0"
"(2023 GU1)","2023-Apr-06 09:11 ±    00:01","2065874","2057046","5.69","5.66","26.7","12 m -   27 m","0"
"(2018 FD)","2023-Apr-06 12:40 ± < 00:01","6200311","6200200","7.84","7.83","24.3","37 m -   83 m","0"
"(2023 FE4)","2023-Apr-06 13:02 ± < 00:01","3692528","3689426","2.59","2.55","25.3","23 m -   52 m","0"
"(2023 FM)","2023-Apr-06 13:09 ± < 00:01","3000941","3000938","15.79","15.78","21.8","110 m -  250 m","1"
"(2023 GT)","2023-Apr-06 17:35 ±    00:02","5131165","5102959","8.82","8.81","26.5","13 m -   30 m","0"
"(2020 FL4)","2023-Apr-06 18:00 ± < 00:01","5396890","5396757","4.97","4.96","27.0","11 m -   24 m","0"
"(2023 GX2)","2023-Apr-06 18:28 ±    00:43","1742568","1711504","7.49","7.46","27.5","8.3 m -   18 m","0"
"(2023 GX)","2023-Apr-07 03:16 ± < 00:01","1915557","1912246","6.47","6.44","26.7","12 m -   27 m","0"
"(2023 HM2)","2023-Apr-07 20:59 ±    00:02","5807983","5790778","7.41","7.40","23.8","46 m -  100 m","0"
"(2023 GJ)","2023-Apr-07 21:21 ± < 00:01","675810","675251","12.07","12.03","26.8","12 m -   26 m","0"
"(2023 GV)","2023-Apr-08 11:08 ± < 00:01","4724153","4705245","5.56","5.55","25.7","20 m -   44 m","0"
"(2023 GD1)","2023-Apr-08 19:30 ± < 00:01","4417929","4392784","18.97","18.96","23.6","50 m -  110 m","0"
"(2023 GX1)","2023-Apr-08 20:17 ± < 00:01","4823997","4747350","8.42","8.41","25.0","26 m -   59 m","0"
"(2023 FX13)","2023-Apr-09 01:58 ±    00:04","3147138","3123225","13.28","13.27","25.6","20 m -   45 m","0"
"(2023 FY13)","2023-Apr-09 02:43 ±    00:02","7066318","6889510","11.92","11.92","24.1","40 m -   90 m","0"
"(2023 FP5)","2023-Apr-09 06:34 ±    00:03","4094168","4062082","14.11","14.11","24.8","30 m -   66 m","0"
"(2023 FG5)","2023-Apr-10 06:48 ± < 00:01","3637795","3628646","9.40","9.39","25.9","18 m -   40 m","0"
"(2023 FT1)","2023-Apr-10 09:00 ± < 00:01","7460533","7440560","6.61","6.60","25.1","26 m -   57 m","0"
"(2023 HD)","2023-Apr-10 14:54 ±    00:01","1446744","1436427","13.64","13.62","25.9","18 m -   40 m","0"
"(2023 GG2)","2023-Apr-10 22:48 ±    00:02","3107423","3056682","21.63","21.62","26.2","15 m -   34 m","0"
"(2023 GG)","2023-Apr-11 00:25 ± < 00:01","1518595","1516572","10.56","10.53","23.4","57 m -  130 m","1"
"(2023 GF3)","2023-Apr-11 05:16 ±    00:05","6926100","6756485","6.03","6.02","24.9","28 m -   62 m","0"
"(2023 GE1)","2023-Apr-11 05:39 ± < 00:01","1745529","1739964","14.09","14.07","25.4","22 m -   49 m","0"
"(2023 GQ)","2023-Apr-11 11:35 ± < 00:01","133880","133737","20.57","20.43","28.4","5.5 m -   12 m","0"
"(2023 GB1)","2023-Apr-11 11:49 ± < 00:01","3795526","3782466","5.83","5.81","26.9","11 m -   25 m","0"
"(2023 GP3)","2023-Apr-11 17:26 ± < 00:01","259165","258255","8.13","7.93","28.6","5.1 m -   11 m","0"
"(2023 FE5)","2023-Apr-11 21:21 ± < 00:01","4426438","4403180","5.82","5.81","25.5","21 m -   46 m","0"
"(2023 GM2)","2023-Apr-12 09:59 ± < 00:01","5409290","5391421","7.40","7.39","26.3","14 m -   32 m","0"
"(2023 GW)","2023-Apr-12 13:27 ± < 00:01","5907382","5884382","13.03","13.03","24.5","34 m -   76 m","0"
"(2023 HO)","2023-Apr-12 16:23 ± < 00:01","4872347","4838576","26.18","26.18","25.4","22 m -   50 m","0"
"(2023 FS10)","2023-Apr-12 18:15 ± < 00:01","1231184","1229055","7.60","7.56","26.2","15 m -   34 m","0"
"(2023 HG)","2023-Apr-12 20:11 ± < 00:01","2224903","2214884","8.71","8.69","27.0","10 m -   23 m","0"
"(2019 GK21)","2023-Apr-13 04:58 ± < 00:01","5837421","5837357","8.06","8.05","25.6","20 m -   44 m","0"
"(2023 GR1)","2023-Apr-13 06:28 ± < 00:01","2383372","2380633","7.64","7.62","25.4","23 m -   50 m","0"
"(2023 HM)","2023-Apr-13 15:26 ±    00:05","796121","791400","19.35","19.33","27.8","7.3 m -   16 m","0"
"436774 (2012 KY3)","2023-Apr-13 19:08 ± < 00:01","4783497","4783483","17.55","17.55","18.5","540 m -  1.2 km","2"
"(2023 HN)","2023-Apr-13 20:41 ±    00:01","1836597","1813052","17.83","17.82","26.1","16 m -   35 m","0"
"(2023 HC)","2023-Apr-14 01:44 ± < 00:01","4276265","4260604","6.62","6.60","26.3","15 m -   33 m","0"
"(2023 HX2)","2023-Apr-14 03:02 ± < 00:01","4734824","4734361","7.73","7.72","25.1","25 m -   56 m","0"
"(2023 HA)","2023-Apr-14 08:17 ± < 00:01","848515","847364","8.91","8.86","27.7","7.8 m -   17 m","0"
"(2023 HQ1)","2023-Apr-14 10:32 ± < 00:01","6726107","6694592","17.26","17.26","24.7","31 m -   69 m","0"
"(2023 HY)","2023-Apr-14 15:40 ± < 00:01","386648","385331","15.33","15.26","28.4","5.6 m -   13 m","0"
"(2023 HE)","2023-Apr-14 18:42 ±    00:02","307005","306349","13.88","13.79","27.6","7.9 m -   18 m","0"
"(2023 HD2)","2023-Apr-14 23:42 ± < 00:01","3279452","3264498","9.79","9.78","26.4","14 m -   31 m","0"
"(2023 HC1)","2023-Apr-14 23:56 ± < 00:01","2444740","2436350","10.76","10.75","27.4","8.8 m -   20 m","0"
"(2023 HZ)","2023-Apr-15 05:58 ± < 00:01","287201","286046","13.04","12.93","29.1","4.1 m -  9.1 m","0"
"(2023 GZ)","2023-Apr-15 07:19 ± < 00:01","760443","759305","8.60","8.54","27.7","7.8 m -   17 m","0"
"(2023 GT1)","2023-Apr-15 09:14 ± < 00:01","907628","907047","2.66","2.48","28.3","5.9 m -   13 m","0"
"(2023 HQ4)","2023-Apr-15 09:31 ±    00:01","5703882","5629779","7.34","7.33","25.8","19 m -   41 m","0"
"(2023 HG3)","2023-Apr-15 09:40 ±    00:05","1011348","1005922","10.74","10.71","26.7","12 m -   27 m","0"
"(2023 GC1)","2023-Apr-15 12:44 ±    00:14","5915536","5858442","6.57","6.56","26.7","12 m -   27 m","0"
"(2023 GD2)","2023-Apr-15 17:56 ± < 00:01","3381038","3373306","6.06","6.04","27.6","8.1 m -   18 m","0"
"(2023 HS)","2023-Apr-15 18:34 ± < 00:01","412275","411845","9.49","9.39","27.6","8.0 m -   18 m","0"
"(2023 FN13)","2023-Apr-15 20:04 ± < 00:01","1001710","1001274","4.52","4.43","27.2","9.6 m -   21 m","0"
"(2023 GA2)","2023-Apr-16 03:21 ± < 00:01","4849941","4835596","18.73","18.73","23.4","56 m -  120 m","0"
"(2020 BV14)","2023-Apr-16 04:00 ± < 00:01","6813847","6813835","8.16","8.15","23.4","56 m -  120 m","0"
"(2020 FQ6)","2023-Apr-16 14:58 ± < 00:01","5008253","5008192","9.66","9.65","25.1","26 m -   58 m","0"
